project_main_language,pr_url,pr_source_commit,pr_target_commit,pr_change_line_count,pr_category,is_ai_comment,note,path,side,source_model,from_line,to_line,category,context,label
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"The complex elseif handling logic would benefit from explanatory comments. Consider adding comments to explain: 1) Why we check for single IfBlock nodes with elseif, 2) The purpose of the $$elseif parameter, 3) How this coordinates with hydration logic in other files.
",packages/svelte/src/compiler/phases/3-transform/client/visitors/IfBlock.js,right,Deepseek-V3.2,27,29,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Incorrect argument passed to $$render call for alternate branches. The runtime if_block function expects the third argument to be either a [number, number] tuple for elseif cases or omitted for regular cases. Passing b.literal(false) does not match the expected signature and may cause runtime issues.
",packages/svelte/src/compiler/phases/3-transform/client/visitors/IfBlock.js,right,Qwen-Coder-480B,44,44,Code Defect,File Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Null/shape safety: loop condition assumes `alt.nodes` exists. If `node.alternate` can ever be a different node type (or null), `alt.nodes` access can throw. Consider guarding with `alt && 'nodes' in alt` (or checking `alt.type` if available) before reading `.nodes`.",packages/svelte/src/compiler/phases/3-transform/server/visitors/IfBlock.js,right,GPT-5.2,21,21,Code Defect,File Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"The template string format for elseif hydration markers appears incorrect. Based on the client-side parsing logic in if.js line 67, the format expects content like `[1]` inside the comment. The current format `<!--[${index++}-->` produces `<!--[1-->` which would cause `parseInt(data.substring(1))` to return NaN because `parseInt(""[1-->"")` = NaN. The correct format should include the closing bracket before the HTML comment end: `<!--[${index++}]-->` which produces `<!--[1]-->`, allowing `parseInt(""[1]-->"")` = 1 to work correctly.

```suggestion
		alternate.body.unshift(
			b.stmt(b.assignment('+=', b.id('$$payload.out'), b.literal(`<!--[${index++}]-->`)))
		);
```",packages/svelte/src/compiler/phases/3-transform/server/visitors/IfBlock.js,right,GLM-4.7,24,26,Code Defect,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Hardcoded template string detected. While acceptable for simple UI texts according to guidelines, complex business logic templates should ideally come from constants/configurations.
",packages/svelte/src/compiler/phases/3-transform/server/visitors/IfBlock.js,right,Qwen-Coder-480B,25,25,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Potential runtime/type issue: `context.visit(alt)` is cast to `BlockStatement` and then `.body.unshift(...)` is called unconditionally. If `alt` can be something that visits to a non-BlockStatement, this will throw. Safer: normalize to a block (`b.block([stmt])`) when the visited node is not a `BlockStatement`, or ensure upstream guarantees and add an assertion.",packages/svelte/src/compiler/phases/3-transform/server/visitors/IfBlock.js,right,GPT-5.2,34,37,Code Defect,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Variable declaration should use 'let' or 'const' instead of 'var' for better scoping and modern JavaScript practices.
",packages/svelte/src/internal/client/dom/blocks/if.js,right,Deepseek-V3.2,25,25,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Variable declaration should use 'let' or 'const' instead of 'var'
",packages/svelte/src/internal/client/dom/blocks/if.js,right,Deepseek-V3.2,31,31,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"**Type signature inconsistency**: The JSDoc comment at line 16 describes `elseif` as `[number,number]`, but here in the actual function signature, `fn` is typed to accept `elseif?: [number,number]` as an optional parameter. However, throughout the function body (e.g., line 95), you're passing `[root_index + 1, hydrate_index]` which could be computed incorrectly if `hydrate_index` is `-1` (as set on line 78). This could lead to incorrect hydration behavior in nested else-if chains after a hydration mismatch.",packages/svelte/src/internal/client/dom/blocks/if.js,right,Claude-Code/Claude-4.5-Sonnet,41,41,Code Defect,File Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"Using `Infinity` as a sentinel for the else branch makes comparison work, but it’s a magic value and can complicate reasoning/debugging. Consider using a dedicated sentinel constant (e.g., `const HYDRATE_ELSE_INDEX = Number.POSITIVE_INFINITY`) or an enum-like value, and document the invariant (""else means any index greater than root"").",packages/svelte/src/internal/client/dom/blocks/if.js,right,GPT-5.2,62,64,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,False,The use of `isNaN` to validate `hydrate_index` after `parseInt` is a code smell; replace with `hydrate_index !== hydrate_index` for reliable NaN detection.,packages/svelte/src/internal/client/dom/blocks/if.js,right,,70,70,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/15250,e4987d2a9f36b33f3934725723f9c4cc998ef278,4bf1f915d3374721f8a1655b1a151c1c423b1a3c,105,Performance Optimizations,True,"The condition 'isNaN(hydrate_index)' might not work as expected. Consider using Number.isNaN() for more reliable NaN checking, or validate the parsed value before using it.
",packages/svelte/src/internal/client/dom/blocks/if.js,right,Deepseek-V3.2,70,70,Code Defect,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/16232,2af7ba21563f1b7f011ffa9f0c08e4acb473eef3,44bec4c8b172a47ff300f754463555bbb694bb05,326,Bug Fix,False,"The `maybe_runes` condition fails to exclude components with `$:` reactive statements, risking misclassification of traditional Svelte components as runes-compatible when they lack `export let` and reserved references. This omission could trigger incorrect runic behavior fallbacks in standard components.",packages/svelte/src/compiler/phases/2-analyze/index.js,right,,437,437,Code Defect,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/16232,2af7ba21563f1b7f011ffa9f0c08e4acb473eef3,44bec4c8b172a47ff300f754463555bbb694bb05,326,Bug Fix,False,"The condition in `build_expression` fails to account for `maybe_runes` state, causing breaks in existing components that operate in an intermediate mode (not explicitly legacy or runes). Update the check to include both `runes` and `maybe_runes` for backward compatibility.",packages/svelte/src/compiler/phases/3-transform/client/visitors/shared/utils.js,right,,373,373,Code Defect,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/16232,2af7ba21563f1b7f011ffa9f0c08e4acb473eef3,44bec4c8b172a47ff300f754463555bbb694bb05,326,Bug Fix,True,"Checklist: `var` is forbidden; use `let` (since it’s reassigned) to avoid function-scoped hoisting surprises.

```suggestion
		let getter = build_getter({ ...binding.node }, state);
```",packages/svelte/src/compiler/phases/3-transform/client/visitors/shared/utils.js,right,GPT-5.2,389,389,Maintainability and Readability,Diff Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/16232,2af7ba21563f1b7f011ffa9f0c08e4acb473eef3,44bec4c8b172a47ff300f754463555bbb694bb05,326,Bug Fix,True,"The new `maybe_runes` property lacks a JSDoc comment explaining its purpose. For consistency with other boolean properties like `runes` and `tracing`, consider adding documentation. Based on the analyze phase implementation, this property indicates whether the component might be in runes mode when using runes from an external module without explicit `export let` or reserved references (`$$props`, `$$restProps`).

```suggestion
	runes: boolean;
	/** Whether the component might be in runes mode when using external runes without explicit indicators */
	maybe_runes: boolean;
```",packages/svelte/src/compiler/phases/types.d.ts,right,GLM-4.7,53,54,Maintainability and Readability,File Level,1
JavaScript,https://github.com/sveltejs/svelte/pull/16232,2af7ba21563f1b7f011ffa9f0c08e4acb473eef3,44bec4c8b172a47ff300f754463555bbb694bb05,326,Bug Fix,True,"Adding `maybe_runes: boolean` to `ComponentAnalysis` makes this a new *required* property for all code paths that create/return `ComponentAnalysis`. If any producer doesn’t set it, TS will start failing (or consumers relying on structural typing may break). Consider making it optional (`maybe_runes?: boolean`) or defaulting it in all construction sites, and ensure naming/semantics are consistent with `runes` (e.g., tri-state could be modeled as `runes: boolean | 'maybe'` or a single enum).
",packages/svelte/src/compiler/phases/types.d.ts,right,GPT-5.2,54,54,Code Defect,Diff Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/869,76c06b58a4d9e8ee3fe3c0269a046987ad0502e5,3555a95e7b888335d9f72e432eb4f9fb9640e8cd,140,Bug Fix,False,"Method name `aliTranslateFunction` should remove 'Function' suffix as it returns a service instance (AliTranslateService), not a functional component.",community/tool-calls/spring-ai-alibaba-starter-tool-calling-alitranslate/src/main/java/com/alibaba/cloud/ai/toolcalling/alitranslate/AliTranslateAutoConfiguration.java,right,,38,38,Maintainability and Readability,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/869,76c06b58a4d9e8ee3fe3c0269a046987ad0502e5,3555a95e7b888335d9f72e432eb4f9fb9640e8cd,140,Bug Fix,False,"- Environment variables ""ACCESS_KEY_ID"" and ""ACCESS_KEY_SECRET"" lack service-specific prefixing and risk naming conflicts; must be prefixed with ""ALITRANSLATE_"".  
- Replace `setPropertiesFromEnv` helper method calls with direct `System.getenv` assignments for access key fields.",community/tool-calls/spring-ai-alibaba-starter-tool-calling-alitranslate/src/main/java/com/alibaba/cloud/ai/toolcalling/alitranslate/AliTranslateProperties.java,right,,34,34,Security Vulnerability,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/869,76c06b58a4d9e8ee3fe3c0269a046987ad0502e5,3555a95e7b888335d9f72e432eb4f9fb9640e8cd,140,Bug Fix,False,"The review discussion centered on standardizing credential property handling in the shared configuration superclass:  
- Access key must be managed via `CommonToolCallProperties.getApiKey()` instead of local fields to eliminate duplication.  
- Secret key should use the `secretKey` property name in `CommonToolCallProperties` rather than `accessKeySecret` for consistent naming.",community/tool-calls/spring-ai-alibaba-starter-tool-calling-alitranslate/src/main/java/com/alibaba/cloud/ai/toolcalling/alitranslate/AliTranslateProperties.java,right,,38,38,Maintainability and Readability,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/869,76c06b58a4d9e8ee3fe3c0269a046987ad0502e5,3555a95e7b888335d9f72e432eb4f9fb9640e8cd,140,Bug Fix,True,"The validation logic strictly requires `sourceLanguage` and `targetLanguage` to be present, contradicting the `@JsonProperty(required = false)` annotation in the `Request` record. If these optional fields are omitted in the tool call (resulting in null values), the method will return `null` silently. 

Consider applying default values when these fields are missing, consistent with the property descriptions.
",community/tool-calls/spring-ai-alibaba-starter-tool-calling-alitranslate/src/main/java/com/alibaba/cloud/ai/toolcalling/alitranslate/AliTranslateService.java,right,Gemini-3-Pro,84,92,Code Defect,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,False,"The default value for the deprecated `systemPrompt` field is set to a space character, which lacks clarity and could cause confusion; replace it with an empty string or add a comment explaining the requirement.",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/dynamic/agent/entity/DynamicAgentEntity.java,right,,47,47,Maintainability and Readability,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,False,"The use of a single space character ("" "") to represent an empty system prompt may bypass validation checks that treat it as non-empty. Replace with an empty string ("""") to properly indicate no prompt content while maintaining non-null safety.",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/dynamic/agent/service/AgentServiceImpl.java,right,,200,200,Code Defect,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,The import `WaitForSelectorState` is added but never used in the code. This is unused code that should be removed to keep the codebase clean.,spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/InputTextAction.java,right,GLM-4.7,24,24,Maintainability and Readability,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,False,"The second `fill("""")` call in the exception handler is redundant since the field was already cleared in the try block before attempting text input. Removing this duplicate operation would simplify the fallback logic without affecting functionality.",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/InputTextAction.java,right,,73,73,Maintainability and Readability,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"Potential NPE risk: getBrowserDebug() returns Boolean (wrapper type) which can be null if the configuration is not set. Auto-unboxing to primitive boolean will throw NullPointerException if null. Consider using Boolean.TRUE.equals() or providing a default value (e.g., Boolean.TRUE.equals(getBrowserUseTool().getManusProperties().getBrowserDebug())).
",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/MoveToAndClickAction.java,right,Claude-Code/Claude-4.5-Sonnet,46,46,Code Defect,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"Potential NullPointerException: `page.viewportSize()` can return null in Playwright (e.g., when running in headless mode without explicit viewport configuration or in certain browser contexts). Accessing `.width` and `.height` directly will throw NPE. Please add null check before using viewport dimensions.

```suggestion
			// 1. 滚动到目标位置（让目标点尽量在视窗中央）
			var viewportSize = page.viewportSize();
			if (viewportSize != null) {
				int scrollX = Math.max(0, x - viewportSize.width / 2);
				int scrollY = Math.max(0, y - viewportSize.height / 2);
				page.evaluate(""(args) => window.scrollTo({left: args[0], top: args[1], behavior: 'instant'})"",
						new Object[] { scrollX, scrollY });
			}
```",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/MoveToAndClickAction.java,right,GLM-4.7,48,50,Code Defect,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"Coordinate semantics risk: after `window.scrollTo`, `page.mouse().move(x,y)` uses viewport coordinates, while your scroll calculation assumes `x/y` are document coordinates (and the debug marker uses `position:absolute` on `body`, also document coordinates). If callers provide viewport coords, scrolling will shift the target and you’ll click the wrong spot; if callers provide document coords, you should click at `(x - scrollX, y - scrollY)` after scrolling. Please clarify/normalize coordinates and keep marker/click consistent (also consider `position: fixed` for viewport marker).",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/MoveToAndClickAction.java,right,GPT-5.2,51,70,Code Defect,Repo Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"**Suggestion: Consider extracting marker injection to a separate method**

The debug marker injection code (lines 54-66) makes the main method harder to read. Consider extracting it:

```java
private void injectDebugMarker(Page page, int x, int y, String markerId) {
    page.evaluate(""(args) => {\\n""
        + ""  const [x, y, id] = args;\\n""
        + ""  let dot = document.getElementById(id);\\n""
        // ... rest of the JavaScript
        + ""}"", new Object[] { x, y, markerId });
}

private void removeDebugMarker(Page page, String markerId) {
    page.evaluate(""(id) => { const dot = document.getElementById(id); if (dot) dot.remove(); }"", 
        new Object[] { markerId });
}
```

This would make the main execute method more readable and the debug logic more testable.",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/MoveToAndClickAction.java,right,Claude-Code/Claude-4.5-Sonnet,54,54,Maintainability and Readability,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"Resource leak in debug mode: If an exception occurs after inserting the red marker but before removing it, the marker will remain in the DOM permanently. Consider using a try-finally block to ensure cleanup, or wrap the marker removal in the catch block as well.

```suggestion
			if (isDebug) {
				// 2. 注入大红点（仅debug模式）
				page.evaluate(""(args) => {\n"" + ""  const [x, y, id] = args;\n""
						+ ""  let dot = document.getElementById(id);\n"" + ""  if (!dot) {\n""
						+ ""    dot = document.createElement('div');\n"" + ""    dot.id = id;\n""
						+ ""    dot.style.position = 'absolute';\n"" + ""    dot.style.left = x + 'px';\n""
						+ ""    dot.style.top = y + 'px';\n"" + ""    dot.style.width = '24px';\n""
						+ ""    dot.style.height = '24px';\n"" + ""    dot.style.background = 'red';\n""
						+ ""    dot.style.borderRadius = '50%';\n"" + ""    dot.style.zIndex = 99999;\n""
						+ ""    dot.style.boxShadow = '0 0 8px 4px #f00';\n"" + ""    dot.style.pointerEvents = 'none';\n""
						+ ""    document.body.appendChild(dot);\n"" + ""  }\n"" + ""}"", new Object[] { x, y, markerId });
				try {
					// 3. 鼠标移动并点击
					page.mouse().move(x, y);
					page.mouse().click(x, y);
					log.info(""Clicked at position ({}, {})"", x, y);
				} finally {
					// 4. 移除大红点（仅debug模式）
					page.evaluate(""(id) => { const dot = document.getElementById(id); if (dot) dot.remove(); }"",
							new Object[] { markerId });
				}
			} else {
				// 3. 鼠标移动并点击
				page.mouse().move(x, y);
				page.mouse().click(x, y);
				log.info(""Clicked at position ({}, {})"", x, y);
			}
```",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/MoveToAndClickAction.java,right,GLM-4.7,55,66,Performance,File Level,1
Java,https://github.com/alibaba/spring-ai-alibaba/pull/903,71e7eeb27dfe42c5a805da413ef6e9faf84fe9d0,4bc73055c7b33f53433d9725eab5010b85a59632,118,Bug Fix,True,"The URL prefix auto-completion logic may incorrectly handle certain edge cases:
1. Protocol-relative URLs (e.g., '//example.com') would become 'https:////example.com'
2. URLs with other protocols (e.g., 'ftp://example.com') would become 'https://ftp://example.com'

Consider using a more robust check, such as:
```java
if (!url.matches(""^[a-zA-Z][a-zA-Z0-9+.-]*://.*"")) {
    url = ""https://"" + url;
}
```
This regex checks for any valid protocol scheme, not just http/https.
",spring-ai-alibaba-jmanus/src/main/java/com/alibaba/cloud/ai/example/manus/tool/browser/actions/NavigateAction.java,right,Claude-Code/Claude-4.5-Sonnet,41,44,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"`getMCPServerPrompts(serverName) || []` may hide a bug if the function can legitimately return `null/undefined` due to an error state. Consider returning a default empty array from `getMCPServerPrompts` itself (stronger API contract), or at least add a comment/guard if `undefined` indicates an exceptional condition.
",packages/cli/src/ui/commands/mcpCommand.ts,right,GPT-5.2,106,106,Code Defect,Repo Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"The DISCONNECTED status message only shows tools count but not prompts count, which is inconsistent with the CONNECTED status behavior. When the server is disconnected (cached state), both tools and prompts counts should be displayed.
",packages/cli/src/ui/commands/mcpCommand.ts,right,GLM-4.7,186,188,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Consider extracting repeated pluralization logic into a helper function to reduce duplication.
",packages/cli/src/ui/commands/mcpCommand.ts,right,Qwen-Coder-480B,255,263,Maintainability and Readability,File Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"`if (descLines)` is always truthy because `split('\n')` always returns an array. This makes the `else` branch effectively unreachable. If the intent is to handle empty/whitespace-only descriptions, check `descLines.length` and/or filter out empty lines before printing.

Also consider trimming and skipping empty lines to avoid printing blank green lines.
",packages/cli/src/ui/commands/mcpCommand.ts,right,GPT-5.2,255,263,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Inconsistent auth hint logic: The authentication hint is only displayed when there are tools (line 278) but not when there are only prompts (line 271). This creates an inconsistency - users with only prompts won't see the auth hint. Consider showing the auth hint in both cases when the server is disconnected and needs authentication.
",packages/cli/src/ui/commands/mcpCommand.ts,right,Claude-Code/Claude-4.5-Sonnet,272,281,Code Defect,File Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,False,Unnecessary nesting in `createPromptCommands` should be reduced by returning early when `config` is falsy instead of initializing the array and nesting subsequent logic.,packages/cli/src/ui/commands/promptCommands.ts,right,,23,23,Maintainability and Readability,File Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Potential command name collisions: using only `prompt.name` as the slash command name can conflict across multiple MCP servers or with existing built-ins. Consider namespacing (e.g., `${serverName}:${prompt.name}`) or adding a server-level parent command to avoid overriding/ambiguity in the CLI command registry.",packages/cli/src/ui/commands/promptCommands.ts,right,GPT-5.2,28,28,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Hardcoded error messages should be extracted to constants for better maintainability and internationalization.
",packages/cli/src/ui/commands/promptCommands.ts,right,Deepseek-V3.2,72,72,Maintainability and Readability,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,False,"The argument parser for prompt commands exclusively handles named arguments (e.g., `--key=value`) but lacks support for positional arguments, which may be expected by client implementations. Extend the parser to accommodate both argument types to align with standard CLI expectations.",packages/cli/src/ui/commands/promptCommands.ts,right,,80,80,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Argument parsing regex may not handle all edge cases properly. Consider using a more robust argument parser or adding validation for malformed input.
",packages/cli/src/ui/commands/promptCommands.ts,right,Deepseek-V3.2,80,80,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"The condition `if (value)` will fail for empty strings. If a user explicitly passes an empty string value (e.g., `--arg=""""`), it should be preserved for optional arguments. Consider using `if (value !== undefined)` to distinguish between ""not provided"" and ""provided as empty string"".

```suggestion
                const value = argValues[arg.name];
                                if (value !== undefined) {
                                  promptInputs[arg.name] = value;
                                } else if (arg.required) {
```",packages/cli/src/ui/commands/promptCommands.ts,right,GLM-4.7,91,94,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"The `mcpClient` variable is declared without an explicit type annotation. Since `connectToMcpServer` returns `Promise<Client>`, the variable should be explicitly typed as `Client | null` for better type safety and code clarity.

```suggestion
            let mcpClient: Client | null = null;
```",packages/cli/src/ui/commands/promptCommands.ts,right,GLM-4.7,113,113,Maintainability and Readability,File Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"The property access chain `result.messages[0].content.text` assumes a specific structure of the GetPromptResult. According to the MCP SDK specification, the `content` property in messages can be of different types (TextContent, ImageContent, etc.). The code should properly check if the content is of type 'text' before accessing the `text` property. Consider using optional chaining and type guards: `result.messages?.[0]?.content?.type === 'text' ? result.messages[0].content.text : undefined`

```suggestion
              const firstMessage = result.messages?.[0];
                            if (!firstMessage?.content || firstMessage.content.type !== 'text') {
                              return {
                                type: 'message',
                                messageType: 'error',
                                content: 'Received an empty or invalid prompt response from the server.',
                              };
                            }
              
                            return {
                              type: 'submit_prompt',
                              content: JSON.stringify(firstMessage.content.text),
                            };
```",packages/cli/src/ui/commands/promptCommands.ts,right,GLM-4.7,135,147,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"It appears that result.messages[0].content.text is already a string. Applying JSON.stringify() to it will unnecessarily wrap the text in quotes. Consider passing the text directly.
",packages/cli/src/ui/commands/promptCommands.ts,right,Qwen-Coder-480B,146,146,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,True,"Completion function has potential regex issue - the substring(2) might not work correctly if there are multiple dashes. Also, the mapping logic could be simplified.
",packages/cli/src/ui/commands/promptCommands.ts,right,Deepseek-V3.2,164,166,Code Defect,Diff Level,1
TypeScript,https://github.com/google-gemini/gemini-cli/pull/4828,de968877895a8ae5f0edb83a43b37fa190cc8ec9,77ea28a234023019ddda3f4a5f7a81b3514d3eb8,861,New Feature Additions,False,Variable names `mcpServerStatusesInternal` and `mcpServerPromptsInternal` are overly verbose; rename to `serverStatuses` and `prompts` respectively.,packages/core/src/tools/mcp-client.ts,right,,77,77,Maintainability and Readability,Diff Level,1
